x,y,z,yaw,velocity,change_flag,steering_flag,accel_flag,stop_flag,event_flag
-129.5261,-744.4735,36.2725,0.8912,18.0000,0,0,0,0,0
-128.9048,-743.7045,36.2574,0.8932,18.0000,0,0,0,0,0
-128.2794,-742.9244,36.2721,0.8935,18.0000,0,0,0,0,0
-127.6516,-742.1462,36.2874,0.8851,18.0000,0,0,0,0,0
-127.0131,-741.3766,36.3031,0.8669,18.0000,0,0,0,0,0
-126.3575,-740.6218,36.3191,0.8406,18.0000,0,0,0,0,0
-125.6794,-739.8870,36.3353,0.8089,18.0000,0,0,0,0,0
-124.9773,-739.1752,36.3516,0.7767,18.0000,0,0,0,0,0
-124.2534,-738.4856,36.3680,0.7486,18.0000,0,0,0,0,0
-123.5124,-737.8143,36.3849,0.7268,18.0000,0,0,0,0,0
-122.7591,-737.1569,36.4029,0.7104,18.0000,0,0,0,0,0
-121.9965,-736.5103,36.4215,0.6991,18.0000,0,0,0,0,0
-121.2285,-735.8701,36.4400,0.6934,18.0000,0,0,0,0,0
-120.4585,-735.2323,36.4580,0.6928,18.0000,0,0,0,0,0
-119.6899,-734.5929,36.4756,0.6978,18.0000,0,0,0,0,0
-118.9263,-733.9474,36.4928,0.7224,18.0000,0,0,0,0,0
-118.1903,-733.2713,36.5086,0.7562,18.0000,0,0,0,0,0
-117.4721,-732.5756,36.5236,0.7694,18.0000,0,0,0,0,0
-116.7539,-731.8800,36.5386,0.7694,18.0000,0,0,0,0,0
-116.0357,-731.1843,36.5535,0.7694,18.0000,0,0,0,0,0
-115.3175,-730.4887,36.5685,0.7694,18.0000,0,0,0,0,0
-114.5992,-729.7930,36.5835,0.7694,18.0000,0,0,0,0,0
-113.8810,-729.0974,36.5984,0.7694,18.0000,0,0,0,0,0
-113.1628,-728.4017,36.6134,0.8026,18.0000,0,0,0,0,0
-112.4923,-727.6601,36.6254,0.8414,18.0000,0,0,0,0,0
-111.8302,-726.9108,36.6367,0.8551,18.0000,0,0,0,0,0
-111.1803,-726.1511,36.6460,0.8738,18.0000,0,0,0,0,0
-110.5465,-725.3775,36.6526,0.8844,18.0000,0,0,0,0,0
-109.9128,-724.6040,36.6592,0.8844,18.0000,0,0,0,0,0
-109.2791,-723.8305,36.6658,0.8844,18.0000,0,0,0,0,0
-108.6453,-723.0570,36.6725,0.8844,18.0000,0,0,0,0,0
-108.0116,-722.2834,36.6791,0.8844,18.0000,0,0,0,0,0
-107.3779,-721.5099,36.6857,0.8857,18.0000,0,0,0,0,0
-106.7461,-720.7348,36.6916,0.8949,18.0000,0,0,0,0,0
-106.1267,-719.9497,36.6919,0.9034,18.0000,0,0,0,0,0
-105.5082,-719.1640,36.6913,0.9039,18.0000,0,0,0,0,0
-104.8896,-718.3782,36.6907,0.9039,18.0000,0,0,0,0,0
-104.2710,-717.5925,36.6901,0.9039,18.0000,0,0,0,0,0
-103.6525,-716.8068,36.6895,0.9040,18.0000,0,0,0,0,0
-103.0341,-716.0209,36.6884,0.9044,18.0000,0,0,0,0,0
-102.4162,-715.2346,36.6862,0.9048,18.0000,0,0,0,0,0
-101.7983,-714.4484,36.6839,0.9048,18.0000,0,0,0,0,0
-101.1805,-713.6621,36.6817,0.9048,18.0000,0,0,0,0,0
-100.5626,-712.8758,36.6794,0.9046,18.0000,0,0,0,0,0
-99.9445,-712.0897,36.6778,0.9044,18.0000,0,0,0,0,0
-99.3263,-711.3037,36.6768,0.9043,18.0000,0,0,0,0,0
-98.7081,-710.5177,36.6757,0.9043,18.0000,0,0,0,0,0
-98.0898,-709.7317,36.6753,0.9040,18.0000,0,0,0,0,0
-97.4712,-708.9461,36.6792,0.9037,18.0000,0,0,0,0,0
-96.8525,-708.1604,36.6830,0.9037,18.0000,0,0,0,0,0
-96.2338,-707.3748,36.6869,0.9037,18.0000,0,0,0,0,0
-95.6151,-706.5891,36.6908,0.9037,18.0000,0,0,0,0,0
-94.9964,-705.8035,36.6947,0.9037,18.0000,0,0,0,0,0
-94.3778,-705.0179,36.6986,0.9036,18.0000,0,0,0,0,0
-93.7589,-704.2324,36.7050,0.9033,18.0000,0,0,0,0,0
-93.1398,-703.4472,36.7154,0.9031,18.0000,0,0,0,0,0
-92.5206,-702.6620,36.7258,0.9030,18.0000,0,0,0,0,0
-91.9014,-701.8768,36.7373,0.9028,18.0000,0,0,0,0,0
-91.2819,-701.0920,36.7523,0.9026,18.0000,0,0,0,0,0
-90.6624,-700.3071,36.7673,0.9026,18.0000,0,0,0,0,0
-90.0429,-699.5223,36.7823,0.9026,18.0000,0,0,0,0,0
-89.4234,-698.7374,36.7972,0.9026,18.0000,0,0,0,0,0
-88.8039,-697.9526,36.8122,0.9026,18.0000,0,0,0,0,0
-88.1844,-697.1677,36.8272,0.9026,18.0000,0,0,0,0,0
-87.5649,-696.3829,36.8424,0.9024,18.0000,0,0,0,0,0
-86.9451,-695.5984,36.8605,0.9022,18.0000,0,0,0,0,0
-86.3253,-694.8138,36.8790,0.9020,18.0000,0,0,0,0,0
-85.7052,-694.0295,36.8989,0.9018,18.0000,0,0,0,0,0
-85.0851,-693.2452,36.9191,0.9018,18.0000,0,0,0,0,0
-84.4651,-692.4610,36.9393,0.9018,18.0000,0,0,0,0,0
-83.8450,-691.6767,36.9595,0.9018,18.0000,0,0,0,0,0
-83.2249,-690.8924,36.9798,0.9018,18.0000,0,0,0,0,0
-82.6048,-690.1081,37.0000,0.9018,18.0000,0,0,0,0,0
-81.9847,-689.3238,37.0202,0.9018,18.0000,0,0,0,0,0
-81.3647,-688.5396,37.0404,0.9017,18.0000,0,0,0,0,0
-80.7445,-687.7554,37.0610,0.9016,18.0000,0,0,0,0,0
-80.1242,-686.9713,37.0818,0.9015,18.0000,0,0,0,0,0
-79.5038,-686.1872,37.1027,0.9014,18.0000,0,0,0,0,0
-78.8834,-685.4033,37.1226,0.9013,18.0000,0,0,0,0,0
-78.2629,-684.6193,37.1422,0.9013,18.0000,0,0,0,0,0
-77.6424,-683.8353,37.1618,0.9013,18.0000,0,0,0,0,0
-77.0219,-683.0514,37.1814,0.9013,18.0000,0,0,0,0,0
-76.4014,-682.2674,37.2010,0.9013,18.0000,0,0,0,0,0
-75.7809,-681.4834,37.2206,0.9013,18.0000,0,0,0,0,0
-75.1604,-680.6995,37.2402,0.9013,18.0000,0,0,0,0,0
-74.5399,-679.9155,37.2597,0.9012,18.0000,0,0,0,0,0
-73.9192,-679.1316,37.2770,0.9011,18.0000,0,0,0,0,0
-73.2986,-678.3477,37.2938,0.9011,18.0000,0,0,0,0,0
-72.6778,-677.5638,37.3086,0.9010,18.0000,0,0,0,0,0
-72.0571,-676.7800,37.3228,0.9010,18.0000,0,0,0,0,0
-71.4363,-675.9961,37.3371,0.9010,18.0000,0,0,0,0,0
-70.8155,-675.2122,37.3514,0.9010,18.0000,0,0,0,0,0
-70.1948,-674.4284,37.3657,0.9010,18.0000,0,0,0,0,0
-69.5740,-673.6445,37.3799,0.9010,18.0000,0,0,0,0,0
-68.9533,-672.8606,37.3942,0.9010,18.0000,0,0,0,0,0
